@relation HAB_1_0

@attribute date {1994-05-17,1994-06-06,1994-06-13,1994-06-21,1994-06-28,1994-07-07,1994-07-14,1994-07-28,1994-08-08,1994-08-24,1994-09-07,1994-09-21,1994-11-22,1995-06-01,1995-06-27,1995-07-11,1995-07-26,1995-08-10,1995-08-22,1995-09-13,1995-10-03,1995-10-18,1995-11-23,1996-05-14,1996-06-11,1996-06-28,1996-07-09,1996-07-23,1996-08-05,1996-09-05,1996-09-24,1996-10-10,1996-10-22,1996-10-25,1996-11-21,1997-04-23,1997-05-14,1997-06-12,1997-06-24,1997-07-08,1997-07-24,1997-08-05,1997-08-20,1997-09-04,1997-09-23,1997-10-06,1997-10-20,1997-11-04,1997-11-25,1998-04-22,1998-05-11,1998-05-26,1998-06-10,1998-06-23,1998-07-06,1998-07-20,1998-08-04,1998-08-17,1998-09-01,1998-09-16,1998-10-02,1998-10-26,1999-05-20,1999-06-02,1999-06-15,1999-06-29,1999-07-14,1999-07-28,1999-08-09,1999-08-24,1999-09-01,1999-09-08,1999-09-15,1999-09-22,1999-09-29,1999-10-06,1999-10-13,1999-10-21,1999-10-28,1999-11-18,1999-11-19,2000-01-18,2000-02-04,2000-03-15,2000-04-12,2000-05-09,2000-05-23,2000-06-06,2000-06-20,2000-07-05,2000-07-20,2000-08-02,2000-08-16,2000-08-29,2000-09-12,2000-09-26,2000-10-10,2000-10-23,2000-11-07,2000-11-23,2000-12-12,2001-01-17,2001-02-13,2001-03-12,2001-04-18,2001-05-08,2001-05-21,2001-06-05,2001-06-19,2001-07-03,2001-07-17,2001-07-31,2001-08-14,2001-08-28,2001-09-11,2001-09-25,2001-10-09,2001-10-23,2001-11-06,2001-11-19,2002-01-16,2002-02-12,2002-03-12,2002-04-17,2002-05-07,2002-05-22,2002-06-04,2002-06-18,2002-07-02,2002-07-17,2002-07-30,2002-08-26,2002-09-10,2002-10-01,2002-10-15,2002-11-05,2002-11-27,2002-12-12,2003-01-29,2003-02-20,2003-03-19,2003-04-16,2003-05-19,2003-05-27,2003-06-11,2003-06-24,2003-07-25,2003-07-31,2003-08-20,2003-09-05,2003-09-17,2003-09-30,2003-10-20,2003-11-18,2003-12-15,2004-05-11,2004-05-26,2004-06-15,2004-06-30,2004-07-14,2004-07-28,2004-08-10,2004-08-25,2004-09-14,2004-09-29,2005-05-12,2005-05-27,2005-06-15,2005-06-27,2005-07-20,2005-08-05,2005-08-17,2005-08-31,2005-09-14,2005-09-27,2005-10-14,2005-10-28,2006-05-16,2006-06-14,2006-06-21,2006-06-28,2006-07-12,2006-07-19,2006-08-02,2006-08-08,2006-08-17,2006-08-23,2006-08-29,2006-09-06,2006-09-13,2006-09-22,2006-09-28,2006-10-04,2006-10-11,2006-10-18,2006-10-25,2006-11-08,2006-11-15,2006-11-29,2007-05-09,2007-05-30,2007-06-13,2007-06-27,2007-07-12,2007-07-25,2007-08-01,2007-08-08,2007-08-23,2007-08-29,2007-09-06,2007-09-12,2007-09-20,2007-09-25,2007-10-03,2007-10-17,2007-10-08,2007-10-25,2007-11-07,2007-11-20,2007-11-29,2008-01-21,2008-02-13,2008-03-12,2008-04-30,2008-05-19,2008-05-22,2008-06-11,2008-06-24,2008-07-09,2008-07-16,2008-07-30,2008-08-14,2008-08-27,2008-09-03,2008-09-10,2008-09-24,2008-09-30,2008-10-08,2008-10-15,2008-10-22,2008-11-03,2008-11-20,2008-12-03,2008-12-17,2008-12-18,2008-12-19,2009-01-13,2009-02-12,2009-03-17,2009-04-15,2009-05-13,2009-05-29,2009-06-03,2009-06-09,2009-06-18,2009-07-01,2009-07-15,2009-07-29,2009-08-12,2009-08-26,2009-09-02,2009-09-09,2009-09-16,2009-09-23,2009-09-30,2009-10-07,2009-10-13,2009-10-21,2009-10-27,2009-11-11,2009-11-24,2009-12-21,2010-01-13,2010-02-17,2010-03-17,2010-04-14,2010-04-28,2010-05-13,2010-05-26,2010-06-09,2010-06-15,2010-06-23,2010-07-07,2010-07-14,2010-07-20,2010-08-05,2010-08-18,2010-08-25,2010-09-07,2010-09-15,2010-09-21,2010-09-28,2010-10-21,2010-10-29,2010-11-10,2010-11-17,2010-12-10,2011-01-19,2011-02-16,2011-03-15,2011-04-01,2011-04-14,2011-05-03,2011-05-12,2011-05-31,2011-06-15,2011-06-29,2011-07-06,2011-07-13,2011-07-27,2011-08-03,2011-08-17,2011-08-30,2011-09-07,2011-09-14,2011-09-26,2011-10-05,2011-10-12,2011-10-28,2011-11-15,2011-11-30,2011-12-14,2012-01-18,2012-02-15,2012-03-14,2012-04-11,2012-04-26,2012-05-15,2012-05-30,2012-06-14,2012-06-27,2012-07-04,2012-07-18,2012-07-30,2012-08-07,2012-08-22,2012-08-29,2012-09-11,2012-09-21,2012-10-02,2012-10-10,2012-10-24,2012-11-06,2012-11-16,2012-11-26,2012-12-13,2012-12-19,2013-01-21,2013-02-19,2013-03-12,2013-04-04,2013-04-17,2013-05-07,2013-05-15,2013-05-21,2013-06-04,2013-06-18,2013-06-26,2013-07-10,2013-07-17,2013-07-31,2013-08-08,2013-08-26,2013-09-04,2013-09-18,2013-09-25,2013-10-09,2013-10-14,2013-10-30,2013-11-18,2013-11-28,2013-12-12,2014-01-16,2014-02-18,2014-03-18,2014-04-01,2014-04-22,2014-04-30,2014-05-15,2014-05-28,2014-06-10,2014-06-23,2014-07-07,2014-07-15,2014-07-22,2014-08-06,2014-08-20,2014-09-08,2014-09-17,2014-09-23,2014-09-30,2014-10-07,2014-10-23,2014-10-30,2014-11-13,2014-11-27,2014-12-11,2015-01-14,2015-02-19,2015-03-18,2015-04-02,2015-04-15,2015-04-29,2015-05-13,2015-05-26,2015-06-08,2015-06-22,2015-07-01,2015-07-15,2015-07-27,2015-08-04,2015-08-20,2015-09-01,2015-10-05,2015-10-20,2015-10-27,2015-11-04,2015-11-17,2015-11-25,2015-12-04,2015-12-15,2015-12-23,2016-01-19,2016-02-11,2016-03-21,2016-04-20,2016-05-03,2016-05-18,2016-05-27,2016-06-22,2016-07-01,2016-07-13,2016-07-27,2016-08-17,2016-08-31,2016-09-15,2016-09-27,2016-10-12,2016-10-19,2016-10-26,2016-11-09,2016-11-18,2016-11-30,2016-12-14,2017-01-23,2017-02-15,2017-03-14,2017-04-13,2017-04-24,2017-05-16,2017-05-31,2017-06-12,2017-06-28,2017-07-12,2017-07-25,2017-08-16,2017-08-25,2017-08-31,2017-09-13,2017-09-22,2017-10-02,2017-10-16,2017-10-27,2017-11-20,2017-12-04,2017-12-18,2018-01-16,2018-02-15,2018-03-14,2018-04-06,2018-04-23,2018-05-07,2018-05-16,2018-06-05,2018-06-18,2018-07-03,2018-07-18,2018-08-01,2018-08-21,2018-08-31,2018-09-17,2018-09-27,2018-10-05,2018-10-17,2018-10-26,2018-11-14,2018-12-03,2018-12-18,2019-01-15,2019-02-13,2019-03-14,2019-04-16,2019-04-30,2019-05-16,2019-05-28,2019-06-19,2019-06-26,2019-07-05,2019-07-17,2019-08-01,2019-08-20,2019-09-02,2019-09-17,2019-09-26,2019-10-09,2019-10-16,2019-10-28,2019-11-21,2019-12-05,2019-12-16,2020-01-15}
@attribute 'sampling station' {Seca,Strunjan,Debeli_rtic}
@attribute 'sampling depth' {integrated,0,10,2.5,0.5,6,1,14,12}
@attribute 'sampling method' {Niskin,bucket,'phytoplankton net','hose sampler'}
@attribute PSP numeric
@attribute DSP numeric
@attribute DSP_like numeric
@attribute ASP numeric
@attribute 'Dinophysis caudata' numeric
@attribute 'Dinophysis fortii' numeric
@attribute 'Phalacroma rotundatum' numeric
@attribute 'Dinophysis sacculus' numeric
@attribute 'Dinophysis tripos' numeric
@attribute lipophylic_toxins {poz,neg}

@data
1998-06-23,Seca,10,Niskin,0,205,0,?,129,0,38,38,0,?
1998-07-06,Strunjan,10,Niskin,170,24,0,?,5,0,5,14,0,?
1998-07-06,Seca,0,Niskin,82,50,0,?,9,0,9,32,0,?
1998-07-20,Strunjan,0,Niskin,81,109,0,?,23,0,9,77,0,?
1998-07-20,Seca,10,Niskin,82,50,0,?,9,0,5,36,0,?
1998-08-04,Strunjan,0,Niskin,0,5,0,?,5,0,0,0,0,?
1998-08-04,Seca,0,Niskin,0,63,0,?,0,0,0,63,0,?
1998-08-17,Strunjan,10,Niskin,0,52,0,?,0,26,26,0,0,?
1998-08-17,Seca,0,Niskin,0,19,0,?,14,0,0,5,0,?
1998-09-01,Strunjan,0,Niskin,165,41,0,?,23,0,0,18,0,?
1998-09-01,Seca,0,Niskin,84,0,0,?,0,0,0,0,0,?
1998-09-16,Strunjan,0,Niskin,0,74,0,?,28,46,0,0,0,?
1998-09-16,Seca,10,Niskin,159,17,0,?,0,13,0,4,0,?
1998-10-02,Strunjan,10,Niskin,0,133,0,?,106,18,9,0,0,?
1998-10-02,Seca,10,Niskin,0,117,0,?,108,0,9,0,0,?
1998-10-26,Strunjan,0,bucket,?,8,0,?,0,0,8,0,0,?
1999-05-20,Strunjan,1,Niskin,117,5,0,?,0,0,0,5,0,neg
1999-05-20,Seca,10,Niskin,0,16,20,?,12,0,4,0,0,neg
1999-06-02,Strunjan,1,Niskin,89,142,44,?,0,0,18,124,0,neg
1999-06-02,Seca,10,Niskin,386,5,5,?,0,0,5,0,0,neg
1999-06-15,Strunjan,10,Niskin,9,19,19,?,0,0,14,5,0,neg
1999-06-15,Seca,1,Niskin,426,407,19,?,0,0,9,398,0,neg
1999-06-29,Strunjan,10,Niskin,88,14,0,?,9,0,5,0,0,neg
1999-06-29,Seca,10,Niskin,0,0,0,?,0,0,0,0,0,neg
1999-07-14,Strunjan,10,Niskin,5,15,5,?,0,0,10,5,0,neg
1999-07-14,Seca,1,Niskin,83,55,0,?,37,0,9,9,0,neg
1999-07-28,Strunjan,10,Niskin,86,41,0,?,27,0,14,0,0,neg
1999-07-28,Seca,10,Niskin,0,5,18,?,0,0,5,0,0,neg
1999-08-09,Strunjan,10,Niskin,0,5,0,?,0,0,5,0,0,neg
1999-08-09,Seca,10,Niskin,0,11,5,?,11,0,0,0,0,neg
1999-08-24,Strunjan,10,Niskin,0,10,0,?,5,0,5,0,0,neg
1999-08-24,Seca,10,Niskin,0,10,0,?,10,0,0,0,0,neg
1999-09-01,Strunjan,1,Niskin,0,134,0,?,130,4,0,0,0,neg
1999-09-01,Seca,1,Niskin,0,57,4,?,44,0,4,9,0,neg
1999-09-08,Strunjan,1,Niskin,5,28,0,?,19,0,9,0,0,neg
1999-09-08,Seca,1,Niskin,0,34,5,?,24,0,5,0,0,neg
1999-09-15,Strunjan,10,Niskin,157,61,0,?,26,13,22,0,0,neg
1999-09-15,Seca,10,Niskin,0,26,13,?,22,0,4,0,0,neg
1999-09-22,Strunjan,1,Niskin,0,50,5,?,41,0,9,0,0,?
1999-09-22,Seca,10,Niskin,0,44,9,?,13,9,22,0,0,neg
1999-09-29,Strunjan,10,Niskin,0,101,0,?,13,9,75,0,0,?
1999-09-29,Seca,1,Niskin,83,60,5,?,5,0,55,0,0,neg
1999-10-06,Strunjan,1,Niskin,0,73,0,?,0,55,18,0,0,?
1999-10-06,Seca,10,Niskin,95,18,0,?,0,9,9,0,0,neg
1999-10-13,Strunjan,10,Niskin,109,50,0,?,0,27,23,0,0,?
1999-10-13,Seca,10,Niskin,0,96,0,?,5,0,14,77,0,neg
1999-10-21,Strunjan,10,Niskin,0,30,0,?,0,25,5,0,0,poz
1999-10-21,Seca,1,Niskin,85,90,0,?,9,54,27,0,0,poz
1999-10-28,Strunjan,10,Niskin,0,37,0,?,5,23,9,0,0,poz
1999-10-28,Seca,1,Niskin,0,62,0,?,19,29,14,0,0,poz
1999-11-18,Seca,0,bucket,?,18,0,?,0,9,9,0,0,poz
1999-11-19,Strunjan,0,bucket,?,0,0,?,0,0,0,0,0,neg
2000-01-18,Strunjan,integrated,'phytoplankton net',0,30,0,?,11,0,17,0,0,?
2000-01-18,Seca,integrated,'phytoplankton net',20,0,0,?,0,0,0,0,0,?
2000-02-04,Strunjan,integrated,'phytoplankton net',60,10,0,?,0,0,0,0,0,?
2000-02-04,Seca,integrated,'phytoplankton net',40,10,0,?,0,0,0,0,0,?
2000-03-15,Strunjan,integrated,'phytoplankton net',100,30,0,?,0,6,6,0,0,?
2000-03-15,Seca,integrated,'phytoplankton net',120,10,0,?,0,0,7,0,0,?
2000-04-12,Strunjan,integrated,'phytoplankton net',720,110,0,?,0,0,40,46,0,?
2000-04-12,Seca,integrated,'phytoplankton net',1700,90,0,?,0,7,29,29,0,?
2000-05-09,Strunjan,integrated,'phytoplankton net',210,100,0,?,0,0,11,85,0,?
2000-05-09,Seca,integrated,'phytoplankton net',0,220,0,?,0,0,7,211,0,?
2000-05-23,Strunjan,integrated,'phytoplankton net',110,100,20,?,46,0,23,34,0,neg
2000-05-23,Seca,integrated,'phytoplankton net',590,580,400,?,131,0,58,342,0,neg
2000-06-06,Strunjan,integrated,'phytoplankton net',0,0,0,?,0,0,0,0,0,neg
2000-06-06,Seca,integrated,'phytoplankton net',890,790,390,?,29,0,73,538,15,neg
2000-06-20,Strunjan,integrated,'phytoplankton net',470,270,50,?,17,0,28,216,0,neg
2000-06-20,Seca,integrated,'phytoplankton net',130,180,0,?,29,0,80,36,0,neg
2000-07-05,Strunjan,integrated,'phytoplankton net',100,220,0,?,40,0,142,28,0,neg
2000-07-05,Seca,integrated,'phytoplankton net',270,270,0,?,7,0,196,29,0,neg
2000-07-20,Strunjan,integrated,'phytoplankton net',230,580,0,?,376,0,0,182,0,neg
2000-07-20,Seca,integrated,'phytoplankton net',20,1920,30,?,1309,0,262,334,0,neg
2000-08-02,Strunjan,integrated,'phytoplankton net',0,1130,20,?,832,0,68,228,0,neg
2000-08-02,Seca,integrated,'phytoplankton net',90,1380,330,?,727,0,204,422,0,neg
2000-08-16,Strunjan,integrated,'phytoplankton net',10,630,10,?,308,23,160,125,0,neg
2000-08-16,Seca,integrated,'phytoplankton net',30,1760,20,?,974,29,233,436,0,neg
2000-08-29,Strunjan,integrated,'phytoplankton net',0,580,0,?,490,23,23,34,0,neg
2000-08-29,Seca,integrated,'phytoplankton net',280,600,0,?,174,145,247,29,0,neg
2000-09-12,Strunjan,integrated,'phytoplankton net',10,280,0,?,211,11,46,11,0,neg
2000-09-12,Seca,integrated,'phytoplankton net',20,270,20,?,174,7,51,36,0,neg
2000-09-26,Strunjan,integrated,'phytoplankton net',0,820,0,?,473,256,74,6,0,neg
2000-09-26,Seca,integrated,'phytoplankton net',0,480,0,?,167,233,51,15,0,neg
2000-10-10,Strunjan,integrated,'phytoplankton net',10,440,0,?,97,234,80,6,0,neg
2000-10-10,Seca,integrated,'phytoplankton net',20,340,20,?,36,80,174,29,0,neg
2000-10-23,Strunjan,integrated,'phytoplankton net',620,300,20,?,23,228,23,0,0,neg
2000-10-23,Seca,integrated,'phytoplankton net',0,40,0,?,0,29,15,0,0,neg
2000-11-07,Strunjan,integrated,'phytoplankton net',230,360,0,?,23,125,182,11,0,neg
2000-11-07,Seca,integrated,'phytoplankton net',0,290,0,?,29,29,204,0,0,neg
2000-11-23,Strunjan,integrated,'phytoplankton net',0,410,30,?,114,80,125,0,0,neg
2000-11-23,Seca,integrated,'phytoplankton net',0,760,30,?,29,393,262,0,0,neg
2000-12-12,Strunjan,integrated,'phytoplankton net',100,2870,0,?,63,2341,365,0,0,neg
2000-12-12,Seca,integrated,'phytoplankton net',1450,950,0,?,7,465,393,0,0,neg
2001-01-17,Strunjan,integrated,'phytoplankton net',110,20,0,?,0,11,0,0,0,?
2001-01-17,Seca,integrated,'phytoplankton net',130,10,0,?,7,7,0,0,0,?
2001-02-13,Strunjan,integrated,'phytoplankton net',630,100,0,?,11,91,0,0,0,?
2001-02-13,Seca,integrated,'phytoplankton net',1130,70,20,?,0,73,0,0,0,?
2001-03-12,Strunjan,integrated,'phytoplankton net',120,60,0,?,0,6,0,0,0,?
2001-03-12,Seca,integrated,'phytoplankton net',110,50,20,?,0,0,7,0,0,?
2001-04-18,Strunjan,integrated,'phytoplankton net',730,40,0,?,0,6,28,6,0,?
2001-04-18,Seca,integrated,'phytoplankton net',1180,90,20,?,7,0,51,15,0,?
2001-05-08,Strunjan,integrated,'phytoplankton net',210,40,0,?,0,0,28,6,0,?
2001-05-08,Seca,integrated,'phytoplankton net',0,60,70,?,0,0,51,0,0,neg
2001-05-21,Strunjan,integrated,'phytoplankton net',30,920,0,?,74,17,97,701,0,?
2001-05-21,Seca,integrated,'phytoplankton net',0,830,0,?,116,15,87,596,0,neg
2001-06-05,Strunjan,integrated,'phytoplankton net',10,370,0,?,131,11,68,137,0,neg
2001-06-05,Seca,integrated,'phytoplankton net',0,260,0,?,116,0,36,80,0,neg
2001-06-19,Strunjan,integrated,'phytoplankton net',20,1040,10,?,234,28,46,706,0,neg
2001-06-19,Seca,integrated,'phytoplankton net',30,1430,40,?,553,131,102,523,0,neg
2001-07-03,Strunjan,integrated,'phytoplankton net',0,2150,10,?,473,860,51,746,0,neg
2001-07-03,Seca,integrated,'phytoplankton net',0,7630,50,?,545,4624,153,2167,0,neg
2001-07-17,Strunjan,integrated,'phytoplankton net',0,2150,10,?,661,0,23,1470,0,neg
2001-07-17,Seca,integrated,'phytoplankton net',0,5760,0,?,916,15,174,4639,0,poz
2001-07-31,Strunjan,integrated,'phytoplankton net',0,760,0,?,273,228,40,194,6,neg
2001-07-31,Seca,integrated,'phytoplankton net',0,1920,10,?,443,95,44,1309,0,neg
2001-08-14,Strunjan,integrated,'phytoplankton net',20,1460,60,?,741,382,57,234,0,neg
2001-08-14,Seca,integrated,'phytoplankton net',40,1410,70,?,676,371,87,160,0,neg
2001-08-28,Strunjan,integrated,'phytoplankton net',0,730,0,?,131,91,188,68,6,neg
2001-08-28,Seca,integrated,'phytoplankton net',130,960,0,?,218,109,196,109,7,neg
2001-09-11,Strunjan,integrated,'phytoplankton net',10,330,10,?,85,23,114,6,34,neg
2001-09-11,Seca,integrated,'phytoplankton net',0,540,50,?,65,29,80,29,29,neg
2001-09-25,Strunjan,integrated,'phytoplankton net',820,430,10,?,97,34,63,0,171,neg
2001-09-25,Seca,integrated,'phytoplankton net',1550,610,0,?,87,80,109,7,160,neg
2001-10-09,Strunjan,integrated,'phytoplankton net',110,1720,10,?,85,262,125,0,1139,neg
2001-10-09,Seca,integrated,'phytoplankton net',220,920,0,?,73,174,102,0,436,neg
2001-10-23,Strunjan,integrated,'phytoplankton net',350,700,0,?,11,142,51,0,479,neg
2001-10-23,Seca,integrated,'phytoplankton net',70,1080,0,?,7,167,182,7,698,neg
2001-11-06,Strunjan,integrated,'phytoplankton net',0,100,0,?,6,0,34,0,51,?
2001-11-06,Seca,integrated,'phytoplankton net',20,120,20,?,7,15,65,0,29,neg
2001-11-19,Strunjan,integrated,'phytoplankton net',0,110,20,?,17,6,17,0,57,?
2001-11-19,Seca,integrated,'phytoplankton net',0,100,0,?,0,0,29,0,65,neg
2002-01-16,Seca,12,Niskin,0,5,0,?,0,0,4.7,0,0,?
2002-01-16,Strunjan,0.5,Niskin,0,4,0,?,0,0,0,4.4,0,?
2002-02-12,Seca,0.5,Niskin,148,0,0,?,0,0,0,0,0,?
2002-02-12,Strunjan,14,Niskin,81,0,0,?,0,0,0,0,0,?
2002-03-12,Seca,0.5,Niskin,14,0,0,?,0,0,0,0,0,?
2002-03-12,Strunjan,0.5,Niskin,86,0,0,?,0,0,0,0,0,?
2002-04-17,Seca,0.5,Niskin,154,0,0,?,0,0,0,0,0,poz
2002-04-17,Strunjan,6,Niskin,0,9,0,?,0,0,9.2,0,0,poz
2002-05-07,Seca,12,Niskin,81,0,0,?,0,0,0,0,0,poz
2002-05-07,Strunjan,6,Niskin,76,5,0,?,0,0,0,4.5,0,poz
2002-05-22,Seca,0.5,Niskin,379,27,46,?,4.5,0,0,22.7,0,poz
2002-05-22,Strunjan,6,Niskin,79,9,227,?,0,0,4.4,4.4,0,neg
2002-06-04,Seca,6,Niskin,94,18,45,?,9,0,0,9,0,neg
2002-06-04,Strunjan,0.5,Niskin,133,27,32,?,13.5,0,4.5,9,0,poz
2002-06-18,Seca,12,Niskin,76,63,27,?,62.9,0,0,0,0,neg
2002-06-18,Strunjan,14,Niskin,0,5,5,?,0,0,4.7,0,0,neg
2002-07-02,Seca,12,Niskin,0,93,28,?,84.8,0,8.1,0,0,poz
2002-07-02,Strunjan,14,Niskin,0,92,8,?,84,8,0,0,0,poz
2002-07-17,Strunjan,6,Niskin,0,5,0,?,4.5,0,0,0,0,neg
2002-07-30,Strunjan,0.5,Niskin,0,40,4,?,36,0,0,0,0,poz
2002-08-26,Strunjan,0.5,Niskin,5,85,5,?,84.7,0,0,0,0,neg
2002-09-10,Strunjan,14,Niskin,5,0,0,?,0,0,0,0,0,neg
2002-10-01,Strunjan,6,Niskin,0,43,4,?,21.7,13,4.3,0,4.3,poz
2002-10-15,Strunjan,0.5,Niskin,74,30,0,?,8.4,0,21.1,0,0,neg
2002-11-05,Strunjan,14,Niskin,4,4,0,?,0,0,4.2,0,0,neg
2002-11-27,Strunjan,6,Niskin,78,4,0,?,0,0,0,0,0,?
2002-12-12,Strunjan,0.5,Niskin,4,13,0,?,8.5,0,4.3,0,0,?
2003-01-29,Strunjan,0.5,Niskin,84,16,8,?,0,0,4,8,0,?
2003-01-29,Seca,6,Niskin,232,16,4,?,0,0,16,0,0,?
2003-02-20,Strunjan,0.5,Niskin,71,0,0,?,0,0,0,0,0,?
2003-02-20,Seca,0.5,Niskin,143,0,0,?,0,0,0,0,0,?
2003-03-19,Strunjan,6,Niskin,87,4,4,?,0,0,4,0,0,?
2003-03-19,Seca,6,Niskin,93,8,8,?,0,0,4.1,0,0,?
2003-04-16,Strunjan,0.5,Niskin,8,0,0,?,0,0,0,0,0,?
2003-04-16,Seca,0.5,Niskin,20,4,0,?,0,0,4,0,0,?
2003-05-19,Strunjan,0.5,Niskin,548,20,69,?,0,0,0,20.4,0,neg
2003-05-19,Seca,6,Niskin,67,4,24,?,0,0,4,0,0,neg
2003-05-27,Strunjan,0.5,Niskin,272,20,0,?,8.2,0,0,12.2,0,neg
2003-05-27,Seca,0.5,Niskin,61,21,110,?,0,0,0,21.1,0,neg
2003-06-11,Strunjan,0.5,Niskin,349,60,12,?,0,0,0,60,0,neg
2003-06-11,Seca,6,Niskin,61,12,8,?,0,0,8.2,4.1,0,neg
2003-06-24,Strunjan,6,Niskin,137,12,20,?,0,0,8,0,0,neg
2003-06-24,Seca,0.5,Niskin,20,40,28,?,4,0,28,4,0,neg
2003-07-25,Strunjan,6,Niskin,137,24,4,?,16,0,4,4,0,neg
2003-07-25,Seca,6,Niskin,283,36,8,?,24,0,8,4,0,neg
2003-07-31,Strunjan,6,Niskin,275,32,0,?,16,0,4,8,0,neg
2003-07-31,Seca,0.5,Niskin,149,20,8,?,16,0,4,0,0,neg
2003-08-20,Strunjan,6,Niskin,217,43,0,?,39.1,0,4.3,0,0,neg
2003-08-20,Seca,6,Niskin,0,67,0,?,63.2,0,4.2,0,0,neg
2003-09-05,Strunjan,6,Niskin,4,92,4,?,60,0,32,0,0,neg
2003-09-05,Seca,6,Niskin,20,44,4,?,32,0,12,0,0,neg
2003-09-17,Strunjan,6,Niskin,141,68,4,?,8,20,28,4,0,neg
2003-09-17,Seca,0.5,Niskin,12,4,0,?,4,0,0,0,0,neg
2003-09-30,Strunjan,0.5,Niskin,79,64,8,?,0,40,8,0,0,neg
2003-09-30,Seca,6,Niskin,0,104,4,?,16,28,28,4,0,neg
2003-10-20,Strunjan,6,Niskin,4,44,4,?,28,4,8,0,0,neg
2003-10-20,Seca,6,Niskin,4,37,0,?,8.2,4.1,20.5,0,0,neg
2003-11-18,Strunjan,0.5,Niskin,71,36,0,?,12.1,20.2,4,0,0,neg
2003-11-18,Seca,6,Niskin,141,132,0,?,68,36,24,0,0,neg
2003-12-15,Strunjan,0.5,Niskin,135,16,0,?,0,16.2,0,0,0,?
2003-12-15,Seca,6,Niskin,71,16,8,?,0,12,4,0,0,?
2004-05-11,Strunjan,0.5,Niskin,3250,130,40,?,0,0,110,20,0,neg
2004-05-11,Seca,0.5,Niskin,7639,170,210,?,0,0,60,100,0,neg
2004-05-26,Seca,0.5,Niskin,135,100,0,?,0,0,10,90,0,neg
2004-05-26,Strunjan,0.5,Niskin,3500,10,20,?,0,0,0,10,0,neg
2004-06-15,Seca,6,Niskin,645,90,30,?,10,0,30,50,0,neg
2004-06-15,Strunjan,0.5,Niskin,205,150,0,?,0,0,10,140,0,neg
2004-06-30,Seca,6,Niskin,280,80,0,?,0,0,70,10,0,neg
2004-06-30,Strunjan,0.5,Niskin,20,20,0,?,10,0,0,0,0,neg
2004-07-14,Seca,6,Niskin,135,30,10,?,0,0,0,0,0,neg
2004-07-14,Strunjan,0.5,Niskin,0,30,20,?,0,0,10,20,0,neg
2004-07-28,Strunjan,6,Niskin,145,50,0,?,40,0,10,0,0,neg
2004-07-28,Seca,6,Niskin,260,50,20,?,20,0,30,0,0,neg
2004-08-10,Strunjan,0.5,Niskin,645,30,10,?,20,0,10,0,0,neg
2004-08-10,Seca,0.5,Niskin,395,90,20,?,40,0,20,0,0,neg
2004-08-25,Strunjan,0.5,Niskin,145,70,10,?,70,0,0,0,0,neg
2004-08-25,Seca,0.5,Niskin,385,50,0,?,40,0,0,10,0,neg
2004-09-14,Strunjan,6,Niskin,0,50,0,?,20,20,10,0,0,neg
2004-09-14,Seca,6,Niskin,125,50,0,?,30,20,0,0,0,?
2004-09-29,Strunjan,0.5,Niskin,395,0,0,?,0,0,0,0,0,neg
2004-09-29,Seca,6,Niskin,10,20,0,?,0,20,0,0,0,neg
2005-05-12,Strunjan,integrated,Niskin,0,0,0,?,0,0,0,0,0,?
2005-05-12,Seca,integrated,Niskin,0,10,10,?,0,0,0,0,0,?
2005-05-12,Debeli_rtic,integrated,Niskin,0,10,0,?,0,0,10,0,0,?
2005-05-27,Strunjan,integrated,Niskin,510,10,0,?,0,0,0,10,0,?
2005-05-27,Seca,integrated,Niskin,145,0,20,?,0,0,0,0,0,?
2005-05-27,Debeli_rtic,integrated,Niskin,125,0,0,?,0,0,0,0,0,?
2005-06-15,Strunjan,integrated,Niskin,125,50,10,?,0,0,10,40,0,neg
2005-06-15,Seca,integrated,Niskin,250,60,10,?,0,0,0,40,0,neg
2005-06-15,Debeli_rtic,integrated,Niskin,125,60,0,?,20,0,10,30,0,?
2005-06-27,Strunjan,integrated,Niskin,250,60,0,?,20,0,0,40,0,neg
2005-06-27,Seca,integrated,Niskin,250,40,20,?,0,0,0,40,0,neg
2005-06-27,Debeli_rtic,integrated,Niskin,40,40,20,?,0,0,20,20,0,?
2005-07-20,Strunjan,integrated,Niskin,145,130,0,?,50,0,60,20,0,neg
2005-07-20,Seca,integrated,Niskin,165,80,30,?,10,0,10,60,0,neg
2005-07-20,Debeli_rtic,integrated,Niskin,145,70,0,?,0,0,20,50,0,?
2005-08-05,Strunjan,integrated,Niskin,10,30,0,?,20,0,10,0,0,neg
2005-08-05,Seca,integrated,Niskin,135,30,20,?,20,0,10,0,0,neg
2005-08-05,Debeli_rtic,integrated,Niskin,0,30,10,?,0,0,10,20,0,?
2005-08-17,Strunjan,integrated,Niskin,10,0,0,?,0,0,0,0,0,?
2005-08-17,Seca,integrated,Niskin,40,20,0,?,0,0,10,0,0,neg
2005-08-17,Debeli_rtic,integrated,Niskin,0,70,0,?,50,0,0,20,0,?
2005-08-31,Strunjan,integrated,Niskin,20,0,0,?,0,0,0,0,0,neg
2005-08-31,Seca,integrated,Niskin,20,20,0,?,10,10,0,0,0,neg
2005-08-31,Debeli_rtic,integrated,Niskin,135,10,0,?,0,0,10,0,0,?
2005-09-14,Strunjan,integrated,Niskin,30,30,0,?,30,0,0,0,0,neg
